Landroid/content/Intent;,getAction,()Ljava/lang/String;
Landroid/content/Intent;,getStringExtra,(Ljava/lang/String;)Ljava/lang/String;
Landroid/content/Intent;,<init>,(Landroid/content/Context; Ljava/lang/Class;)V
Landroid/content/Intent;,putExtra,(Ljava/lang/String; Ljava/lang/String;)Landroid/content/Intent;
Landroid/content/Context;,startService,(Landroid/content/Intent;)Landroid/content/ComponentName;
Landroid/content/Context;,startForegroundService,(Landroid/content/Intent;)Landroid/content/ComponentName;
Landroid/content/ComponentName;,<init>,(Landroid/content/Context; Ljava/lang/Class;)V
Landroid/content/pm/PackageManager;,getComponentEnabledSetting,(Landroid/content/ComponentName;)I
Landroid/content/Context;,getPackageManager,()Landroid/content/pm/PackageManager;
Landroid/telecom/Call;,answer,(I)V
Landroid/telecom/Call;,reject,(Z Ljava/lang/String;)V
Landroid/content/Context;,getApplicationContext,()Landroid/content/Context;
Landroid/content/SharedPreferences;,getString,(Ljava/lang/String; Ljava/lang/String;)Ljava/lang/String;
Landroid/content/Context;,getSharedPreferences,(Ljava/lang/String; I)Landroid/content/SharedPreferences;
Landroid/telephony/PhoneNumberUtils;,normalizeNumber,(Ljava/lang/String;)Ljava/lang/String;
Landroid/telecom/Call$Details;,getCallDirection,()I
Landroid/content/SharedPreferences;,getBoolean,(Ljava/lang/String; Z)Z
Landroid/net/Uri;,getSchemeSpecificPart,()Ljava/lang/String;
Landroid/telecom/CallScreeningService$CallResponse$Builder;,build,()Landroid/telecom/CallScreeningService$CallResponse;
Landroid/telecom/CallScreeningService$CallResponse$Builder;,setDisallowCall,(Z)Landroid/telecom/CallScreeningService$CallResponse$Builder;
Landroid/telecom/CallScreeningService$CallResponse$Builder;,<init>,()V
Landroid/telecom/CallScreeningService;,respondToCall,(Landroid/telecom/Call$Details; Landroid/telecom/CallScreeningService$CallResponse;)V
Landroid/telecom/Call$Details;,getCallerNumberVerificationStatus,()I
Landroid/telecom/Call$Details;,getHandle,()Landroid/net/Uri;
Landroid/telecom/InCallService;,onCallAdded,(Landroid/telecom/Call;)V
Landroid/telecom/Call$Details;,getHandlePresentation,()I
Landroid/telecom/Call;,getDetails,()Landroid/telecom/Call$Details;
Landroid/content/SharedPreferences$Editor;,putString,(Ljava/lang/String; Ljava/lang/String;)Landroid/content/SharedPreferences$Editor;
Landroid/content/SharedPreferences$Editor;,apply,()V
Landroid/content/SharedPreferences;,edit,()Landroid/content/SharedPreferences$Editor;
Landroid/content/SharedPreferences;,contains,(Ljava/lang/String;)Z
Landroid/content/SharedPreferences$Editor;,remove,(Ljava/lang/String;)Landroid/content/SharedPreferences$Editor;
Landroid/telecom/Call;,getState,()I
Landroid/content/Intent;,setFlags,(I)Landroid/content/Intent;
Landroid/content/Context;,startActivity,(Landroid/content/Intent;)V
Landroid/app/NotificationManager;,cancel,(Ljava/lang/String; I)V
Landroid/content/Context;,getPackageName,()Ljava/lang/String;
Landroid/os/Handler;,obtainMessage,(I Ljava/lang/Object;)Landroid/os/Message;
Landroid/os/Message;,sendToTarget,()V
Landroid/os/Handler;,<init>,(Landroid/os/Looper; Landroid/os/Handler$Callback;)V
Landroid/os/HandlerThread;,<init>,(Ljava/lang/String;)V
Landroid/os/HandlerThread;,getLooper,()Landroid/os/Looper;
Landroid/os/HandlerThread;,start,()V
Landroid/content/Context;,getSystemService,(Ljava/lang/String;)Ljava/lang/Object;
Landroid/telecom/Call;,registerCallback,(Landroid/telecom/Call$Callback;)V
Landroid/os/Bundle;,getString,(Ljava/lang/String;)Ljava/lang/String;
Landroid/content/Intent;,getExtras,()Landroid/os/Bundle;
Landroid/content/Context;,getString,(I)Ljava/lang/String;
Landroid/content/Context;,getResources,()Landroid/content/res/Resources;
Landroid/content/res/Resources;,getBoolean,(I)Z
Landroid/net/Uri;,withAppendedPath,(Landroid/net/Uri; Ljava/lang/String;)Landroid/net/Uri;
